Serial No.,CustomerID,Age,Gender,City_Tier,Loan_Type,Credit_Score,Monthly_Income,Loan_Amount,Tenure_Months,EMI,DTI_Ratio,Default
1551,CUST01551,58,Female,Tier 2,Personal,612,133222,533787,84,9710.633540052964,0.072890615214101,0
1552,CUST01552,27,Male,Tier 2,Auto,339,131740,762839,12,68134.70128667534,0.5171906883761601,1
1553,CUST01553,25,Female,Tier 2,Home,509,121455,256776,60,5842.4430840036985,0.04810376751886459,0
1554,CUST01554,63,Female,Tier 2,MSME,571,98780,501537,60,11411.507995381044,0.11552447859264066,0
1555,CUST01555,51,Female,Tier 1,MSME,435,110381,1959019,36,66007.09215953705,0.5979932430358218,1
1556,CUST01556,43,Female,Tier 2,MSME,898,121355,1715873,12,153257.10182734687,1.2628824673672026,0
1557,CUST01557,62,Female,Tier 1,Personal,359,110597,1395886,12,124676.73472417126,1.1273066604353759,1
1558,CUST01558,30,Female,Tier 3,Auto,809,17127,627552,84,11416.402983450924,0.6665734211158361,0
1559,CUST01559,52,Male,Tier 3,Personal,814,140553,1329190,24,63192.11516634362,0.449596345622958,1
1560,CUST01560,63,Female,Tier 1,Personal,314,30877,1626330,84,29586.135753014474,0.9581933398003198,1
1561,CUST01561,50,Male,Tier 2,Personal,554,27519,858334,36,28920.664598793617,1.0509344307130934,1
1562,CUST01562,59,Female,Tier 1,MSME,834,23351,634093,12,56635.45930789042,2.4253975978712012,0
1563,CUST01563,51,Female,Tier 1,Personal,534,138223,972867,36,32779.73400358666,0.23715108197323642,1
1564,CUST01564,38,Female,Tier 3,MSME,430,72548,413614,36,13936.290263889608,0.19209751149431561,0
1565,CUST01565,56,Male,Tier 1,MSME,316,124538,307656,48,8253.640076692182,0.06627406957468548,0
1566,CUST01566,22,Male,Tier 2,Home,484,107997,1157973,84,21065.80237487191,0.19505914400281404,0
1567,CUST01567,34,Female,Tier 3,Home,690,140597,314278,12,28070.45477613723,0.19965187575934928,0
1568,CUST01568,33,Male,Tier 3,Home,722,54253,1477644,48,39641.48834244657,0.730678272951663,0
1569,CUST01569,49,Female,Tier 2,Auto,741,101967,1687990,84,30707.852213099988,0.30115480707581854,0
1570,CUST01570,32,Female,Tier 2,Auto,855,49864,1018295,60,23169.340515568223,0.46465066010685513,1
1571,CUST01571,59,Male,Tier 2,Auto,311,27493,1926387,84,35044.76169955808,1.2746794347491393,1
1572,CUST01572,22,Male,Tier 3,Auto,819,20337,1452658,60,33052.43358227656,1.6252364450153196,0
1573,CUST01573,52,Male,Tier 2,Auto,379,78281,1847186,48,49555.37483002029,0.6330447340992105,1
1574,CUST01574,33,Male,Tier 2,Personal,601,31035,659897,60,15014.684642664377,0.48379844184515475,1
1575,CUST01575,47,Female,Tier 1,Personal,515,103854,1571911,48,42170.43589786412,0.40605499930541067,1
1576,CUST01576,61,Male,Tier 1,Auto,547,34884,1398443,84,25440.42380135201,0.7292863146815736,1
1577,CUST01577,37,Male,Tier 2,Personal,840,24074,222238,24,10565.599568412244,0.43888010170359076,0
1578,CUST01578,60,Female,Tier 3,Personal,571,107885,1187868,36,40023.96737824643,0.3709873233373169,0
1579,CUST01579,51,Male,Tier 3,Personal,432,41907,1708174,24,81209.70525820526,1.937855376385932,1
1580,CUST01580,54,Male,Tier 3,Personal,304,119723,1974178,12,176328.20073007036,1.472801389290866,1
1581,CUST01581,44,Male,Tier 2,Home,841,23624,802039,24,38130.39584701892,1.6140533291152606,1
1582,CUST01582,55,Male,Tier 2,Personal,440,36622,57249,24,2721.7218013662496,0.07431931083409561,0
1583,CUST01583,26,Female,Tier 3,Personal,782,88106,1602158,60,36454.01800238806,0.41375182169645724,0
1584,CUST01584,39,Female,Tier 2,MSME,604,36487,1588596,72,31889.64323453718,0.874000143463074,0
1585,CUST01585,50,Male,Tier 1,Home,644,15617,53796,84,978.6548603107404,0.06266599604986492,0
1586,CUST01586,27,Male,Tier 2,Personal,861,125988,592852,72,11900.973419851138,0.09446116630037096,1
1587,CUST01587,30,Female,Tier 3,Auto,569,140385,1588040,48,42603.136579134654,0.3034735661155726,0
1588,CUST01588,61,Male,Tier 1,Home,407,121813,1192898,12,106546.39956199464,0.8746718294598659,0
1589,CUST01589,52,Male,Tier 3,Personal,857,128021,1096904,72,22019.36629736999,0.17199808076307785,0
1590,CUST01590,54,Male,Tier 1,MSME,773,48224,1310496,60,29817.81121216356,0.6183189119974195,1
1591,CUST01591,48,Male,Tier 2,MSME,381,43994,1086498,12,97043.04142626449,2.205824463023696,0
1592,CUST01592,35,Male,Tier 2,Auto,383,77439,693203,36,23356.748610538012,0.30161480146357794,0
1593,CUST01593,50,Male,Tier 2,Auto,589,117178,1714373,48,45992.33461788168,0.3924997407182379,0
1594,CUST01594,57,Male,Tier 2,MSME,370,38014,439273,60,9994.81065535547,0.26292446612709713,0
1595,CUST01595,49,Male,Tier 3,MSME,474,85509,259815,24,12352.078635818481,0.1444535503376075,1
1596,CUST01596,42,Male,Tier 2,MSME,762,85310,1034486,84,18819.331396821635,0.22059935994398822,0
1597,CUST01597,24,Female,Tier 1,Auto,694,103635,1296135,36,43671.91047978684,0.42140117218880535,0
1598,CUST01598,40,Female,Tier 2,MSME,390,65218,365317,24,17367.83600254527,0.2663043331985843,1
1599,CUST01599,52,Female,Tier 1,MSME,768,61390,1490549,72,29921.437441360904,0.48739920901386063,0
1600,CUST01600,56,Male,Tier 1,Personal,733,57588,825533,84,15018.066079204895,0.26078464400925355,0
1601,CUST01601,24,Male,Tier 1,Auto,548,129391,1034757,12,92421.67626366286,0.7142821082120306,0
1602,CUST01602,47,Female,Tier 3,Auto,871,28302,716750,36,24150.140098359527,0.8533015369358888,1
1603,CUST01603,37,Male,Tier 2,Personal,540,18234,106627,84,1939.7544759899122,0.10638118218656971,0
1604,CUST01604,32,Female,Tier 2,Auto,795,85034,1840666,84,33485.32840933767,0.393787525099815,0
1605,CUST01605,42,Male,Tier 1,Personal,639,124734,1051020,60,23913.93483094046,0.19171945765341014,0
1606,CUST01606,37,Female,Tier 1,Home,770,85803,212022,24,10079.912308848629,0.11747738784015277,0
1607,CUST01607,30,Female,Tier 3,MSME,762,51437,1039634,72,20869.722292196904,0.40573366044281167,0
1608,CUST01608,21,Female,Tier 2,Auto,574,102989,1554755,24,73915.88637850765,0.7177066131189511,1
1609,CUST01609,42,Male,Tier 3,Personal,314,115265,1798629,12,160648.6422961484,1.3937330698490298,0
1610,CUST01610,46,Female,Tier 1,MSME,340,127244,200672,12,17923.476351628207,0.1408591081043366,0
1611,CUST01611,38,Male,Tier 1,Auto,507,32259,1566426,72,31444.600322110306,0.9747543421094983,0
1612,CUST01612,34,Male,Tier 3,Personal,359,143526,1554878,48,41713.48316030562,0.29063363544100457,1
1613,CUST01613,49,Male,Tier 2,Personal,664,77674,651766,72,13083.61925398362,0.1684427125419525,1
1614,CUST01614,32,Male,Tier 1,Personal,539,30032,1112588,48,29847.950001452267,0.9938715370755283,1
1615,CUST01615,56,Male,Tier 1,MSME,459,101419,1340202,72,26903.355945887568,0.26526938685934165,0
1616,CUST01616,55,Male,Tier 3,Personal,696,41004,884608,72,17757.71405846261,0.43307272603801117,1
1617,CUST01617,32,Male,Tier 2,Personal,799,28170,1895354,12,169287.8557893674,6.009508547723373,0
1618,CUST01618,27,Female,Tier 2,Auto,508,119251,457644,48,12277.442530806215,0.10295462956961547,1
1619,CUST01619,49,Female,Tier 1,Auto,432,32842,1890763,72,37955.375382452956,1.1556962238125863,0
1620,CUST01620,31,Female,Tier 1,MSME,680,120699,554636,84,10089.917783911591,0.0835957032279604,0
1621,CUST01621,53,Male,Tier 3,Personal,732,83708,580571,24,27601.403481999776,0.3297343561188868,1
1622,CUST01622,26,Male,Tier 1,Home,688,51195,1934044,12,172743.54118665497,3.374226803138099,0
1623,CUST01623,35,Male,Tier 2,MSME,882,143138,182409,84,3318.377842486837,0.02318306698771002,0
1624,CUST01624,52,Male,Tier 3,Personal,731,22736,439130,84,7988.636865347898,0.35136509787772247,0
1625,CUST01625,31,Female,Tier 1,Auto,573,63258,1207567,36,40687.70453875928,0.6432025125479668,1
1626,CUST01626,43,Male,Tier 2,Auto,650,111804,1609454,12,143752.0466633782,1.2857504799772654,1
1627,CUST01627,46,Female,Tier 2,MSME,433,58475,1027290,72,20621.92753752855,0.3526622922193852,0
1628,CUST01628,54,Male,Tier 2,Personal,365,59511,637256,60,14499.5323158701,0.24364457521920485,1
1629,CUST01629,54,Female,Tier 2,Personal,504,19206,1512649,60,34417.41318727261,1.7920135992540147,1
1630,CUST01630,49,Male,Tier 1,Home,597,131888,1320120,84,24015.574655985853,0.18209067281318886,1
1631,CUST01631,24,Female,Tier 2,MSME,416,34348,155130,84,2822.119274295583,0.08216255020075647,1
1632,CUST01632,37,Male,Tier 2,Home,566,71057,601928,12,53762.569134622005,0.7566118627949675,1
1633,CUST01633,55,Female,Tier 2,Personal,448,128359,1005939,36,33894.06038423953,0.2640567500856156,0
1634,CUST01634,33,Male,Tier 1,MSME,493,132615,1471953,12,131470.83193573693,0.9913722575556079,1
1635,CUST01635,61,Female,Tier 2,Personal,478,33032,590502,36,19896.34604584792,0.6023354942433979,0
1636,CUST01636,59,Female,Tier 3,Auto,447,69679,222604,72,4468.57611537541,0.06413088757553079,1
1637,CUST01637,35,Male,Tier 2,MSME,764,122654,1387251,24,65952.4409276517,0.5377112929676301,0
1638,CUST01638,49,Female,Tier 2,Personal,868,129169,1827485,24,86881.96765305597,0.6726224376828494,1
1639,CUST01639,49,Male,Tier 2,Home,304,50109,1920820,36,64720.0168869633,1.2915846831300424,1
1640,CUST01640,31,Male,Tier 3,Home,825,65670,371072,84,6750.528223756917,0.10279470418390312,1
1641,CUST01641,52,Male,Tier 3,Personal,579,65022,251626,48,6750.495481764525,0.1038186380265837,0
1642,CUST01642,22,Female,Tier 1,MSME,798,59237,1948891,24,92653.83016622948,1.5641209069708035,0
1643,CUST01643,34,Female,Tier 2,Auto,735,24363,1707017,60,38839.88248873236,1.5942159212220317,0
1644,CUST01644,40,Male,Tier 1,Auto,515,61304,1323052,12,118171.4002649817,1.927629522787774,0
1645,CUST01645,42,Male,Tier 2,MSME,814,26819,170325,72,3419.121969287689,0.12748879411192396,0
1646,CUST01646,31,Female,Tier 1,Home,436,27191,1466491,48,39342.2812807434,1.44688614912079,1
1647,CUST01647,47,Female,Tier 3,MSME,894,21499,757758,84,13785.105763241618,0.6411975330592873,0
1648,CUST01648,23,Female,Tier 1,Auto,579,78001,92774,60,2110.8935986048505,0.027062391489914878,0
1649,CUST01649,37,Male,Tier 2,Personal,431,125383,1522882,12,136019.6714704606,1.0848334420970993,1
1650,CUST01650,64,Male,Tier 2,Personal,692,32668,1659673,60,37762.66099852661,1.1559526447449067,0
1651,CUST01651,48,Male,Tier 1,MSME,780,111828,1428145,48,38313.55412320109,0.3426114579819105,0
1652,CUST01652,49,Male,Tier 3,Auto,812,119349,60091,36,2024.7032698298183,0.01696455998650863,0
1653,CUST01653,41,Male,Tier 3,Home,718,131665,489499,12,43720.7171436257,0.3320602828665606,0
1654,CUST01654,36,Female,Tier 2,Personal,501,111188,986543,60,22446.884940268017,0.20188226193715164,0
1655,CUST01655,57,Male,Tier 2,Personal,761,121942,1666153,72,33446.53061203341,0.274282286759553,0
1656,CUST01656,40,Female,Tier 1,MSME,501,28070,1626582,84,29590.720127778368,1.0541759931520616,1
1657,CUST01657,26,Female,Tier 2,Home,451,106392,202991,72,4074.8626899614105,0.038300461406509986,1
1658,CUST01658,39,Male,Tier 1,Home,521,112164,1533808,60,34898.84545981535,0.31114123479739797,0
1659,CUST01659,25,Female,Tier 2,Auto,378,103959,911666,84,16584.994458324996,0.15953399376989963,0
1660,CUST01660,23,Male,Tier 3,Personal,499,116277,1342435,48,36014.16945014649,0.3097273704184532,0
1661,CUST01661,21,Female,Tier 1,Home,398,19626,1395118,48,37427.52241631771,1.9070377262976517,1
1662,CUST01662,58,Male,Tier 3,MSME,512,64270,333588,84,6068.620669591408,0.09442384735633122,0
1663,CUST01663,35,Male,Tier 1,Personal,442,55767,788271,72,15823.83498518935,0.2837490807321418,0
1664,CUST01664,54,Female,Tier 3,Personal,688,76505,1408771,72,28279.817265788268,0.36964665401984537,1
1665,CUST01665,55,Male,Tier 1,Personal,673,17292,283966,84,5165.899064298456,0.2987450303202901,0
1666,CUST01666,45,Female,Tier 2,Home,351,131792,1484793,48,39833.27811059109,0.30224352093140017,0
1667,CUST01667,44,Male,Tier 1,Auto,434,29859,843298,36,28414.04233647212,0.951607298853683,1
1668,CUST01668,32,Male,Tier 3,MSME,710,149891,960014,24,45640.81527042951,0.304493366982871,0
1669,CUST01669,38,Male,Tier 2,Personal,769,125986,1599318,60,36389.399274942465,0.2888368491335741,0
1670,CUST01670,35,Female,Tier 1,Personal,411,16280,702667,36,23675.628172297165,1.454276914760268,0
1671,CUST01671,64,Female,Tier 2,Personal,824,23634,1037961,60,23616.802450055937,0.9992723385823786,0
1672,CUST01672,36,Male,Tier 2,Personal,343,83550,1614501,72,32409.662929910137,0.3879073959295049,1
1673,CUST01673,47,Female,Tier 2,MSME,696,74593,1346817,36,45379.587355217685,0.6083625454830572,0
1674,CUST01674,28,Male,Tier 3,Auto,884,56421,1800049,72,36134.37300275553,0.6404419099759935,0
1675,CUST01675,45,Female,Tier 2,Home,560,100472,1664386,84,30278.44911021549,0.3013620621687185,1
1676,CUST01676,37,Female,Tier 1,Home,844,59588,377287,84,6863.591275969558,0.11518411888248571,0
1677,CUST01677,49,Male,Tier 1,Home,687,107613,344903,72,6923.619108018387,0.06433812929681718,0
1678,CUST01678,28,Male,Tier 2,Auto,775,105491,1907673,72,38294.82850149393,0.36301512452715334,0
1679,CUST01679,35,Male,Tier 2,MSME,709,101416,926910,12,82789.07602997779,0.816331506172377,1
1680,CUST01680,47,Male,Tier 1,Home,879,61158,777145,24,36946.889715502,0.6041219417819746,0
1681,CUST01681,27,Male,Tier 1,Personal,315,68798,1558121,72,31277.884878370787,0.4546336358378265,0
1682,CUST01682,23,Female,Tier 2,Auto,401,63081,1126255,60,25625.76228142266,0.4062358282434118,1
1683,CUST01683,49,Female,Tier 3,Personal,485,70956,1676747,48,44982.92325738287,0.6339551730281142,1
1684,CUST01684,64,Male,Tier 1,Home,324,55278,1440249,24,68472.06244119443,1.2386855971850361,0
1685,CUST01685,44,Male,Tier 2,Personal,371,83486,1976077,60,44961.824322011315,0.538555258630325,1
1686,CUST01686,23,Male,Tier 2,MSME,892,62155,119131,12,10640.456372816438,0.17119228336926132,0
1687,CUST01687,40,Female,Tier 2,Personal,872,104338,1146871,72,23022.409112220408,0.220652198740827,0
1688,CUST01688,35,Male,Tier 1,MSME,317,94741,228253,60,5193.457181563293,0.05481741992973784,0
1689,CUST01689,45,Male,Tier 2,Home,869,59690,231793,60,5274.003060139847,0.08835655989512224,0
1690,CUST01690,50,Female,Tier 3,Personal,631,142304,1887264,60,42941.055645734625,0.30175578793101127,0
1691,CUST01691,34,Female,Tier 1,Personal,868,22661,1897109,24,90192.01950895431,3.980054697893046,0
1692,CUST01692,27,Female,Tier 2,Home,396,114786,489706,72,9830.409764227195,0.0856411911228477,0
1693,CUST01693,37,Female,Tier 1,Auto,311,51988,627543,60,14278.531717391552,0.2746505293027536,0
1694,CUST01694,64,Male,Tier 1,Personal,310,75159,669232,48,17953.818731976175,0.23887782876270539,0
1695,CUST01695,40,Female,Tier 2,Personal,462,48410,1588274,72,31883.179372660703,0.6586072995798534,1
1696,CUST01696,56,Female,Tier 2,Personal,582,93868,1469438,36,49511.17344381336,0.5274552930052132,0
1697,CUST01697,29,Male,Tier 1,Home,540,49354,742304,48,19914.157511925372,0.4034963227281552,0
1698,CUST01698,58,Male,Tier 2,Auto,344,99329,1172073,12,104686.36729529746,1.0539355806994681,1
1699,CUST01699,42,Male,Tier 2,Home,892,21504,1376136,84,25034.615674930872,1.1641841366690324,0
1700,CUST01700,22,Female,Tier 2,MSME,554,108961,481238,24,22878.93161882114,0.20997358338140382,1
1701,CUST01701,44,Male,Tier 2,Personal,366,44811,58429,36,1968.7039216003473,0.043933496721794814,1
1702,CUST01702,28,Female,Tier 1,MSME,341,32225,1243431,24,59114.97600298062,1.8344445617682117,1
1703,CUST01703,31,Female,Tier 3,Auto,683,117891,634920,24,30185.25399785952,0.25604375226149173,0
1704,CUST01704,33,Female,Tier 2,MSME,888,107732,1909298,60,43442.39685719107,0.40324506049447767,1
1705,CUST01705,37,Male,Tier 2,MSME,533,17272,1029993,48,27632.132978106747,1.5998224280978894,1
1706,CUST01706,28,Female,Tier 3,Personal,784,79980,1487882,36,50132.62469456207,0.6268145123101034,0
1707,CUST01707,41,Male,Tier 1,Personal,338,72167,1940161,60,44144.624950554964,0.6117009845297015,0
1708,CUST01708,38,Male,Tier 1,Auto,310,89697,947653,36,31930.174697775652,0.3559781787325736,0
1709,CUST01709,50,Male,Tier 2,Personal,708,147143,346644,72,6958.568125182807,0.04729119377192804,0
1710,CUST01710,38,Female,Tier 2,Personal,407,106477,618309,72,12411.9999160916,0.11656977484425368,0
1711,CUST01711,51,Female,Tier 3,Personal,393,149702,1721982,48,46196.46503413733,0.3085894980303358,0
1712,CUST01712,58,Female,Tier 3,Home,383,80763,931253,60,21188.867531652864,0.2623585990076256,0
1713,CUST01713,52,Male,Tier 1,Personal,357,128646,679627,36,22899.319518141318,0.1780025769797842,1
1714,CUST01714,31,Female,Tier 2,Personal,592,94544,1155309,84,21017.338984510767,0.22230219775459856,1
1715,CUST01715,45,Female,Tier 2,Personal,315,34954,1575937,72,31635.525136728796,0.9050616563691937,0
1716,CUST01716,53,Female,Tier 1,MSME,776,138324,714536,60,16257.889800727742,0.11753484428391127,0
1717,CUST01717,58,Female,Tier 2,Home,464,121297,564327,24,26829.134115872974,0.22118547132965344,1
1718,CUST01718,61,Female,Tier 2,MSME,736,95211,1189485,72,23877.84703148784,0.2507887432280707,0
1719,CUST01719,28,Male,Tier 2,Home,702,77787,1720355,12,153657.42185708694,1.97536120247711,0
1720,CUST01720,31,Male,Tier 1,Personal,685,147691,930706,36,31359.163293175865,0.21232954813208568,1
1721,CUST01721,42,Male,Tier 1,Home,437,93421,1844591,84,33556.73186548162,0.35919902233418205,0
1722,CUST01722,44,Male,Tier 1,Auto,830,92230,1181015,72,23707.819360389254,0.25705106104726505,0
1723,CUST01723,61,Female,Tier 3,Personal,592,125122,847170,48,22727.44969632094,0.18164231467144817,0
1724,CUST01724,37,Male,Tier 1,Auto,774,26448,1103617,36,37185.21822801709,1.4059746758929632,0
1725,CUST01725,32,Female,Tier 3,Personal,761,58369,1673470,12,149469.78138534157,2.5607733794538468,1
1726,CUST01726,52,Male,Tier 2,Personal,672,133372,532006,36,17925.38462946335,0.1344014083125645,0
1727,CUST01727,35,Male,Tier 2,Personal,461,26467,237437,36,8000.190881805636,0.30227040774570735,0
1728,CUST01728,36,Male,Tier 2,Personal,343,42095,1925535,72,38653.39216869145,0.9182418854660042,1
1729,CUST01729,42,Female,Tier 2,Auto,382,123715,321394,36,10829.03401014602,0.08753210209066015,1
1730,CUST01730,48,Female,Tier 2,MSME,838,54007,1977356,48,53047.50997051169,0.9822339691245892,0
1731,CUST01731,40,Male,Tier 2,Home,818,133562,206760,12,18467.239926161343,0.13826717124752058,0
1732,CUST01732,53,Female,Tier 2,Personal,710,28617,1773726,72,35605.962331406285,1.2442241440893973,1
1733,CUST01733,30,Male,Tier 2,Personal,640,43304,837378,12,74792.32170095344,1.7271457994862702,1
1734,CUST01734,60,Male,Tier 2,Home,388,111729,1397518,48,37491.90840646275,0.3355611202683525,0
1735,CUST01735,52,Male,Tier 1,Auto,529,86120,910295,36,30671.43603883667,0.3561476548866311,1
1736,CUST01736,53,Female,Tier 2,Auto,317,89341,1748337,36,58908.38296357949,0.6593656100063744,1
1737,CUST01737,22,Male,Tier 3,Auto,580,105800,1869416,72,37526.853458610974,0.3546961574537899,0
1738,CUST01738,53,Male,Tier 1,Home,721,89625,1230784,12,109930.27386960998,1.226558146383375,0
1739,CUST01739,53,Male,Tier 1,MSME,637,80416,737275,36,24841.708463227093,0.30891499780176945,0
1740,CUST01740,61,Female,Tier 1,Auto,565,128792,1845410,84,33571.631083464265,0.26066550005795597,0
1741,CUST01741,33,Male,Tier 2,Personal,654,75356,902522,24,42907.54080617427,0.5693978025130616,0
1742,CUST01742,50,Female,Tier 1,MSME,659,26110,1515213,36,51053.51409676405,1.955324170691844,0
1743,CUST01743,53,Male,Tier 2,MSME,516,114464,1551708,84,28228.61506400213,0.24661566137826854,0
1744,CUST01744,33,Female,Tier 1,Personal,620,120635,1129469,36,38056.27427520619,0.31546627657981674,0
1745,CUST01745,46,Male,Tier 1,Personal,511,29684,1162700,60,26454.998028519414,0.8912207933068123,1
1746,CUST01746,42,Male,Tier 2,Home,502,128102,1134747,12,101352.51066208069,0.791186013193242,1
1747,CUST01747,59,Female,Tier 1,Auto,452,39419,1772574,12,158321.4806774788,4.016374861804683,0
1748,CUST01748,22,Female,Tier 3,Personal,728,147599,428198,84,7789.762322019081,0.052776525057887116,0
